,Timestamp,NO2(µg/m3),NO(µg/m3),O3(µg/m3),CO2(mg/m3),CO(mg/m3),H2S(µg/m3),PM1(µg/m3),PM2.5(µg/m3),PM10(µg/m3),VOC(mg/m3),T(C),RH(%),P(µg/m³),Wind_direction(degrees),Wind_Speed(m/s),gust(m/s)
6066,2024-11-03 12:30:00,21.5,9.3,32.4,782.0,0.206,0.0,6.0,6.0,6.0,0.0,22.03,38.3,1018.5,94.0,0.2,1.0
6067,2024-11-03 12:35:00,15.9,11.2,30.6,787.0,0.205,0.0,5.0,6.0,6.0,0.0,21.75,37.8,1018.5,95.0,0.1,0.6
6068,2024-11-03 12:40:00,13.8,10.1,33.3,786.0,0.205,0.0,11.0,12.0,12.0,0.1,21.52,38.4,1018.4,109.0,0.3,0.9
6069,2024-11-03 12:45:00,16.6,7.4,32.9,779.0,0.204,4.3,7.0,8.0,8.0,0.1,21.7,39.0,1018.4,114.0,0.2,0.8
6070,2024-11-03 12:50:00,20.8,7.2,30.9,786.0,0.206,0.0,6.0,6.0,6.0,0.1,22.01,38.3,1018.3,114.0,0.3,0.9
6071,2024-11-03 12:55:00,20.9,8.8,29.6,778.0,0.206,0.0,6.0,6.0,6.0,0.1,22.14,38.2,1018.2,95.0,0.0,1.2
6072,2024-11-03 13:00:00,21.9,7.1,31.3,775.0,0.207,0.0,6.0,6.0,6.0,0.1,22.43,37.6,1018.2,300.0,0.2,0.9
6073,2024-11-03 13:05:00,19.9,9.6,30.4,771.0,0.206,0.0,7.0,7.0,7.0,0.1,22.45,37.7,1018.1,300.0,0.3,0.8
6074,2024-11-03 13:10:00,16.4,7.3,36.0,765.0,0.206,2.3,10.0,10.0,10.0,0.1,22.12,37.9,1018.0,300.0,0.1,0.8
6075,2024-11-03 13:15:00,19.3,6.7,29.4,761.0,0.205,2.9,6.0,6.0,6.0,0.1,22.49,37.1,1018.0,336.0,0.2,1.2
6076,2024-11-03 13:20:00,20.0,4.4,37.3,771.0,0.206,0.0,6.0,6.0,6.0,0.1,22.61,37.1,1018.0,344.0,0.1,1.1
6077,2024-11-03 13:25:00,17.6,7.8,33.7,784.0,0.207,0.0,8.0,8.0,8.0,0.1,22.32,37.9,1018.0,92.0,0.2,1.1
6078,2024-11-03 13:30:00,19.3,8.3,30.8,784.0,0.206,0.0,7.0,7.0,7.0,0.1,22.46,37.4,1018.0,91.0,0.3,1.3
6079,2024-11-03 13:35:00,20.4,7.3,28.9,781.0,0.206,2.0,7.0,7.0,7.0,0.1,22.65,36.6,1018.0,349.0,0.1,1.0
6080,2024-11-03 13:40:00,21.5,7.8,28.6,776.0,0.208,0.8,6.0,6.0,6.0,0.1,22.84,37.0,1017.9,324.0,0.1,1.4
6081,2024-11-03 13:45:00,23.4,3.2,38.1,776.0,0.206,3.7,5.0,6.0,6.0,0.1,22.75,36.7,1017.9,91.0,0.2,1.2
6082,2024-11-03 13:50:00,17.3,3.9,32.2,783.0,0.208,0.0,6.0,6.0,6.0,0.1,22.62,37.3,1017.8,106.0,0.3,1.0
6083,2024-11-03 13:55:00,20.6,4.1,35.2,790.0,0.207,3.4,5.0,6.0,6.0,0.1,22.83,36.7,1017.8,84.0,0.2,0.7
6084,2024-11-03 14:00:00,24.5,5.9,32.6,789.0,0.209,2.0,5.0,5.0,5.0,0.1,23.08,35.9,1017.7,84.0,0.0,0.5
6085,2024-11-03 14:05:00,18.0,5.4,29.8,780.0,0.205,0.0,5.0,5.0,5.0,0.1,22.85,35.8,1017.8,298.0,0.2,2.2
6086,2024-11-03 14:10:00,15.6,2.9,37.0,782.0,0.204,3.8,6.0,6.0,6.0,0.0,21.67,37.5,1017.8,295.0,0.6,1.7
6087,2024-11-03 14:15:00,19.6,3.3,38.2,787.0,0.206,4.8,5.0,6.0,6.0,0.1,21.97,38.1,1017.7,294.0,0.2,1.0
6088,2024-11-03 14:20:00,22.2,3.3,34.5,790.0,0.21,3.1,7.0,8.0,8.0,0.1,21.92,39.1,1017.6,354.0,0.1,1.0
6089,2024-11-03 14:25:00,23.8,3.1,35.4,788.0,0.208,1.9,9.0,9.0,9.0,0.1,22.19,38.8,1017.6,56.0,0.2,0.8
6090,2024-11-03 14:30:00,19.7,3.4,35.1,777.0,0.206,0.9,8.0,8.0,8.0,0.1,22.08,37.5,1017.7,302.0,0.3,1.2
6091,2024-11-03 14:35:00,18.9,3.0,33.9,784.0,0.206,3.4,6.0,6.0,6.0,0.1,21.57,39.1,1017.6,297.0,0.3,0.8
6092,2024-11-03 14:40:00,15.7,2.8,33.9,788.0,0.205,2.5,6.0,6.0,6.0,0.1,21.35,38.9,1017.7,293.0,0.5,1.2
6093,2024-11-03 14:45:00,21.6,3.2,40.0,786.0,0.207,5.9,7.0,7.0,7.0,0.1,21.21,40.0,1017.6,300.0,0.2,1.0
6094,2024-11-03 14:50:00,23.1,2.8,34.3,786.0,0.209,3.1,8.0,8.0,8.0,0.1,21.38,38.9,1017.5,297.0,0.2,0.8
6095,2024-11-03 14:55:00,23.7,2.9,36.6,782.0,0.209,2.9,9.0,9.0,9.0,0.1,21.42,38.6,1017.4,297.0,0.0,0.6
6096,2024-11-03 15:00:00,20.6,3.6,34.2,794.0,0.212,2.3,10.0,10.0,10.0,0.2,21.16,38.8,1017.4,297.0,0.2,0.9
6097,2024-11-03 15:05:00,17.7,2.9,37.9,788.0,0.207,1.8,6.0,7.0,7.0,0.1,20.98,38.3,1017.5,297.0,0.2,0.8
6098,2024-11-03 15:10:00,17.8,2.9,39.4,783.0,0.206,4.8,5.0,5.0,5.0,0.1,20.63,39.0,1017.6,297.0,0.1,0.8
6099,2024-11-03 15:15:00,16.3,2.7,36.0,786.0,0.206,3.8,6.0,6.0,6.0,0.1,20.22,39.9,1017.7,297.0,0.2,0.8
6100,2024-11-03 15:20:00,15.7,3.9,42.6,795.0,0.205,4.7,5.0,5.0,5.0,0.1,19.83,40.6,1017.6,308.0,0.1,1.0
6101,2024-11-03 15:25:00,15.7,3.6,41.5,799.0,0.206,4.1,5.0,5.0,5.0,0.1,19.51,41.2,1017.6,302.0,0.2,0.8
6102,2024-11-03 15:30:00,13.9,4.0,40.8,805.0,0.206,3.9,5.0,5.0,5.0,0.1,18.99,42.6,1017.6,298.0,0.3,1.2
6103,2024-11-03 15:35:00,13.5,4.1,41.6,798.0,0.206,4.7,6.0,7.0,7.0,0.1,18.53,43.3,1017.7,284.0,0.3,1.1
6104,2024-11-03 15:40:00,14.6,3.9,44.6,792.0,0.206,4.7,6.0,6.0,6.0,0.1,18.27,44.0,1017.7,284.0,0.3,1.7
6105,2024-11-03 15:45:00,15.1,4.0,42.6,803.0,0.208,4.4,6.0,6.0,6.0,0.1,17.96,45.2,1017.7,283.0,0.1,0.7
6106,2024-11-03 15:50:00,20.6,3.8,42.7,814.0,0.21,4.3,5.0,5.0,5.0,0.1,18.15,45.0,1017.6,283.0,0.0,0.5
6107,2024-11-03 15:55:00,20.2,3.9,42.6,813.0,0.21,3.5,5.0,6.0,6.0,0.1,17.95,45.2,1017.6,283.0,0.1,0.7
6108,2024-11-03 16:00:00,20.2,4.0,40.8,816.0,0.21,3.6,5.0,6.0,6.0,0.1,17.77,45.8,1017.6,283.0,0.1,0.6
6109,2024-11-03 16:05:00,17.4,4.1,40.3,821.0,0.209,4.1,5.0,6.0,6.0,0.1,17.27,47.1,1017.7,315.0,0.1,1.0
6110,2024-11-03 16:10:00,17.4,3.8,39.4,825.0,0.208,4.9,6.0,6.0,6.0,0.1,17.04,47.7,1017.7,343.0,0.0,0.6
6111,2024-11-03 16:15:00,17.1,4.0,38.2,834.0,0.211,4.8,6.0,6.0,6.0,0.2,16.72,48.7,1017.7,0.0,0.0,0.0
6112,2024-11-03 16:20:00,16.2,4.0,37.7,832.0,0.211,4.8,7.0,7.0,7.0,0.2,16.49,49.2,1017.8,0.0,0.0,0.0
6113,2024-11-03 16:25:00,15.2,3.9,37.8,834.0,0.214,5.2,7.0,7.0,7.0,0.2,16.14,50.1,1017.8,0.0,0.0,0.0
6114,2024-11-03 16:30:00,16.7,3.6,36.1,841.0,0.216,5.4,8.0,8.0,8.0,0.2,15.85,51.2,1017.8,0.0,0.0,0.0
6115,2024-11-03 16:35:00,16.2,3.8,34.3,843.0,0.221,5.2,8.0,8.0,8.0,0.3,15.54,52.1,1017.8,0.0,0.0,0.0
6116,2024-11-03 16:40:00,16.1,3.8,33.5,850.0,0.225,5.2,8.0,8.0,8.0,0.3,15.24,53.2,1017.9,0.0,0.0,0.0
6117,2024-11-03 16:45:00,15.3,3.9,33.4,844.0,0.219,5.1,9.0,9.0,9.0,0.3,15.0,53.8,1017.9,0.0,0.0,0.0
6118,2024-11-03 16:50:00,16.0,3.9,31.7,833.0,0.221,5.1,10.0,11.0,11.0,0.3,14.77,54.4,1017.9,0.0,0.0,0.0
6119,2024-11-03 16:55:00,17.4,3.9,30.8,842.0,0.224,5.4,23.0,24.0,25.0,0.4,14.56,55.8,1017.9,343.0,0.0,0.5
6120,2024-11-03 17:00:00,18.1,4.1,27.0,851.0,0.216,5.0,21.0,22.0,22.0,0.2,14.42,56.0,1018.0,0.0,0.0,0.0
6121,2024-11-03 17:05:00,17.7,4.1,26.1,850.0,0.216,4.9,14.0,15.0,15.0,0.2,14.14,56.8,1018.0,0.0,0.0,0.0
6122,2024-11-03 17:10:00,15.7,4.0,26.4,858.0,0.216,5.1,12.0,13.0,13.0,0.2,13.93,57.8,1018.1,0.0,0.0,0.0
6123,2024-11-03 17:15:00,15.5,4.0,25.0,864.0,0.222,5.2,14.0,15.0,16.0,0.2,13.71,58.4,1018.1,0.0,0.0,0.0
6124,2024-11-03 17:20:00,15.7,4.1,23.1,862.0,0.219,5.3,21.0,22.0,22.0,0.2,13.54,59.2,1018.1,0.0,0.0,0.0
6125,2024-11-03 17:25:00,16.6,4.0,21.8,860.0,0.221,5.4,21.0,22.0,22.0,0.2,13.32,59.8,1018.0,0.0,0.0,0.0
6126,2024-11-03 17:30:00,16.3,4.0,20.6,870.0,0.226,5.4,31.0,33.0,33.0,0.3,13.18,60.2,1018.0,0.0,0.0,0.0
6127,2024-11-03 17:35:00,17.4,4.0,18.0,885.0,0.213,5.2,19.0,20.0,20.0,0.2,12.94,61.6,1018.0,0.0,0.0,0.0
6128,2024-11-03 17:40:00,18.2,3.7,16.1,886.0,0.215,5.1,16.0,17.0,17.0,0.2,12.77,62.0,1018.0,0.0,0.0,0.0
6129,2024-11-03 17:45:00,23.4,2.8,12.0,879.0,0.22,5.2,14.0,15.0,15.0,0.2,12.55,62.5,1018.0,0.0,0.0,0.0
6130,2024-11-03 17:50:00,17.2,4.0,17.0,873.0,0.217,5.4,13.0,14.0,14.0,0.2,12.42,63.2,1018.1,0.0,0.0,0.0
6131,2024-11-03 17:55:00,18.1,3.8,14.6,877.0,0.225,5.3,14.0,15.0,15.0,0.3,12.3,63.4,1018.1,0.0,0.0,0.0
6132,2024-11-03 18:00:00,17.8,3.9,14.4,885.0,0.224,5.4,13.0,13.0,13.0,0.3,12.18,63.8,1018.0,0.0,0.0,0.0
6133,2024-11-03 18:05:00,17.8,3.7,14.6,876.0,0.231,5.3,13.0,14.0,14.0,0.3,12.02,64.2,1018.0,0.0,0.0,0.0
6134,2024-11-03 18:10:00,17.3,3.6,12.0,888.0,0.227,5.4,16.0,17.0,17.0,0.3,11.91,64.4,1018.0,0.0,0.0,0.0
6135,2024-11-03 18:15:00,17.5,3.8,11.5,894.0,0.222,5.2,14.0,14.0,14.0,0.2,11.72,65.0,1018.0,0.0,0.0,0.0
6136,2024-11-03 18:20:00,17.4,3.6,9.1,890.0,0.224,5.3,14.0,15.0,15.0,0.3,11.63,65.4,1018.0,0.0,0.0,0.0
6137,2024-11-03 18:25:00,17.7,3.3,7.2,896.0,0.236,5.4,15.0,16.0,16.0,0.3,11.48,65.8,1017.9,0.0,0.0,0.0
6138,2024-11-03 18:30:00,18.0,3.1,10.7,898.0,0.229,5.2,14.0,15.0,15.0,0.3,11.32,66.1,1017.9,0.0,0.0,0.0
6139,2024-11-03 18:35:00,19.5,3.2,16.0,879.0,0.221,5.1,13.0,14.0,14.0,0.2,11.26,66.0,1017.9,0.0,0.0,0.0
6140,2024-11-03 18:40:00,18.3,3.5,13.8,877.0,0.219,5.0,13.0,14.0,14.0,0.2,11.16,66.3,1017.9,0.0,0.0,0.0
6141,2024-11-03 18:45:00,17.1,3.0,14.6,882.0,0.222,5.0,14.0,15.0,15.0,0.2,11.09,66.4,1017.8,0.0,0.0,0.0
6142,2024-11-03 18:50:00,15.9,2.9,18.7,875.0,0.225,5.0,18.0,19.0,19.0,0.3,10.86,66.8,1017.8,0.0,0.0,0.0
6143,2024-11-03 18:55:00,15.1,2.8,16.5,884.0,0.231,5.3,25.0,26.0,26.0,0.3,10.82,66.9,1017.9,0.0,0.0,0.0
6144,2024-11-03 19:00:00,13.6,2.9,15.7,888.0,0.225,5.1,22.0,23.0,23.0,0.3,10.85,66.9,1017.8,0.0,0.0,0.0
6145,2024-11-03 19:05:00,14.3,2.7,18.0,886.0,0.224,5.0,23.0,25.0,25.0,0.3,10.8,66.8,1017.8,0.0,0.0,0.0
6146,2024-11-03 19:10:00,13.5,2.7,18.8,881.0,0.227,4.9,18.0,19.0,19.0,0.3,10.65,67.1,1017.8,0.0,0.0,0.0
6147,2024-11-03 19:15:00,15.1,2.6,14.6,889.0,0.235,5.2,37.0,40.0,41.0,0.3,10.66,67.1,1017.8,0.0,0.0,0.0
6148,2024-11-03 19:20:00,12.7,2.6,17.1,888.0,0.234,5.1,28.0,30.0,30.0,0.3,10.61,67.1,1017.7,0.0,0.0,0.0
6149,2024-11-03 19:25:00,12.1,2.5,15.4,881.0,0.233,5.2,21.0,23.0,23.0,0.3,10.63,66.9,1017.7,0.0,0.0,0.0
6150,2024-11-03 19:30:00,10.4,2.5,15.9,885.0,0.235,5.2,23.0,24.0,24.0,0.3,10.46,67.4,1017.8,0.0,0.0,0.0
6151,2024-11-03 19:35:00,11.0,2.5,15.3,895.0,0.248,5.3,21.0,22.0,22.0,0.4,10.32,67.7,1017.8,0.0,0.0,0.0
6152,2024-11-03 19:40:00,12.2,2.6,12.1,903.0,0.255,5.5,28.0,29.0,29.0,0.4,10.37,67.4,1017.7,0.0,0.0,0.0
6153,2024-11-03 19:45:00,13.3,2.7,12.0,927.0,0.241,5.5,22.0,24.0,24.0,0.4,10.35,67.7,1017.7,0.0,0.0,0.0
6154,2024-11-03 19:50:00,12.8,2.6,7.3,927.0,0.258,5.5,22.0,24.0,24.0,0.4,10.19,68.0,1017.8,0.0,0.0,0.0
6155,2024-11-03 19:55:00,13.0,2.6,10.0,924.0,0.257,5.5,23.0,25.0,25.0,0.4,10.13,68.2,1017.8,343.0,0.0,0.5
6156,2024-11-03 20:00:00,12.0,2.5,12.8,917.0,0.259,5.4,23.0,24.0,24.0,0.4,10.02,68.3,1017.8,0.0,0.0,0.0
6157,2024-11-03 20:05:00,10.1,2.5,12.0,906.0,0.246,5.4,26.0,27.0,27.0,0.4,10.04,68.2,1017.7,0.0,0.0,0.0
6158,2024-11-03 20:10:00,10.0,2.5,10.4,908.0,0.253,5.3,26.0,27.0,27.0,0.4,9.95,68.5,1017.8,0.0,0.0,0.0
6159,2024-11-03 20:15:00,9.5,2.5,10.1,910.0,0.253,5.3,26.0,27.0,27.0,0.4,9.87,68.6,1017.8,0.0,0.0,0.0
6160,2024-11-03 20:20:00,9.3,2.5,11.0,906.0,0.253,5.3,26.0,27.0,27.0,0.4,9.78,68.7,1017.8,0.0,0.0,0.0
6161,2024-11-03 20:25:00,9.5,2.5,12.6,910.0,0.255,5.5,24.0,25.0,25.0,0.4,9.61,69.2,1017.8,0.0,0.0,0.0
6162,2024-11-03 20:30:00,9.3,2.5,10.4,908.0,0.25,5.4,24.0,25.0,25.0,0.4,9.65,69.0,1017.8,0.0,0.0,0.0
6163,2024-11-03 20:35:00,9.5,2.5,11.8,916.0,0.266,5.4,29.0,30.0,31.0,0.4,9.59,69.0,1017.8,0.0,0.0,0.0
6164,2024-11-03 20:40:00,10.6,2.8,5.2,916.0,0.279,5.6,39.0,42.0,42.0,0.4,9.49,69.2,1017.9,0.0,0.0,0.0
6165,2024-11-03 20:45:00,9.6,2.6,4.2,916.0,0.259,5.6,28.0,30.0,30.0,0.4,9.43,69.3,1017.9,0.0,0.0,0.0
6166,2024-11-03 20:50:00,10.0,2.8,3.7,923.0,0.252,5.4,24.0,26.0,26.0,0.4,9.42,69.2,1017.9,0.0,0.0,0.0
6167,2024-11-03 20:55:00,8.2,2.5,4.3,929.0,0.249,5.5,23.0,24.0,25.0,0.4,9.27,69.6,1017.9,0.0,0.0,0.0
6168,2024-11-03 21:00:00,6.5,2.5,4.0,917.0,0.261,5.5,24.0,25.0,25.0,0.4,9.19,69.9,1017.9,0.0,0.0,0.0
6169,2024-11-03 21:05:00,7.8,2.6,4.1,915.0,0.26,5.4,24.0,26.0,26.0,0.4,9.17,69.5,1017.9,0.0,0.0,0.0
6170,2024-11-03 21:10:00,6.8,2.7,3.8,930.0,0.243,5.3,23.0,24.0,24.0,0.4,9.09,69.8,1017.8,0.0,0.0,0.0
6171,2024-11-03 21:15:00,5.0,2.6,3.6,929.0,0.246,5.5,23.0,25.0,25.0,0.4,9.01,70.0,1017.8,0.0,0.0,0.0
6172,2024-11-03 21:20:00,4.9,2.4,3.8,926.0,0.255,5.4,24.0,25.0,25.0,0.4,8.8,70.6,1017.9,0.0,0.0,0.0
6173,2024-11-03 21:25:00,2.9,2.5,3.4,921.0,0.25,5.5,24.0,26.0,26.0,0.4,8.8,69.9,1017.8,0.0,0.0,0.0
6174,2024-11-03 21:30:00,2.4,2.5,3.3,929.0,0.253,5.5,30.0,32.0,33.0,0.4,8.77,69.9,1017.8,0.0,0.0,0.0
6175,2024-11-03 21:35:00,2.0,2.5,3.5,929.0,0.245,5.5,31.0,33.0,33.0,0.4,8.64,70.0,1017.7,0.0,0.0,0.0
6176,2024-11-03 21:40:00,3.4,2.4,3.6,915.0,0.244,5.7,26.0,27.0,27.0,0.4,8.53,71.0,1017.8,0.0,0.0,0.0
6177,2024-11-03 21:45:00,3.4,2.9,3.3,933.0,0.255,5.5,33.0,36.0,36.0,0.4,8.47,71.0,1017.8,0.0,0.0,0.0
6178,2024-11-03 21:50:00,2.7,2.7,3.3,931.0,0.243,5.5,27.0,29.0,29.0,0.4,8.44,70.4,1017.8,0.0,0.0,0.0
6179,2024-11-03 21:55:00,3.8,2.8,3.4,927.0,0.251,5.6,29.0,31.0,31.0,0.4,8.3,70.7,1017.9,0.0,0.0,0.0
6180,2024-11-03 22:00:00,2.1,2.5,3.4,936.0,0.253,5.6,33.0,34.0,35.0,0.4,8.25,70.6,1017.9,0.0,0.0,0.0
6181,2024-11-03 22:05:00,2.0,2.4,3.5,931.0,0.244,5.6,26.0,27.0,27.0,0.4,8.18,70.8,1017.9,0.0,0.0,0.0
6182,2024-11-03 22:10:00,1.7,2.4,3.4,920.0,0.258,5.7,31.0,33.0,33.0,0.4,8.13,70.8,1017.9,0.0,0.0,0.0
6183,2024-11-03 22:15:00,1.9,2.5,3.4,913.0,0.255,5.6,35.0,37.0,38.0,0.4,8.08,70.8,1017.9,0.0,0.0,0.0
6184,2024-11-03 22:20:00,1.0,2.5,3.4,914.0,0.252,5.6,31.0,34.0,34.0,0.4,7.98,71.1,1017.9,0.0,0.0,0.0
6185,2024-11-03 22:25:00,1.9,2.4,3.5,909.0,0.248,5.7,27.0,28.0,28.0,0.4,7.96,71.4,1017.9,0.0,0.0,0.0
6186,2024-11-03 22:30:00,1.0,2.5,3.3,916.0,0.243,5.4,25.0,27.0,27.0,0.4,7.99,71.0,1017.9,0.0,0.0,0.0
6187,2024-11-03 22:35:00,1.4,2.4,3.2,914.0,0.245,5.4,25.0,27.0,27.0,0.4,7.94,70.9,1017.9,0.0,0.0,0.0
6188,2024-11-03 22:40:00,2.3,2.4,3.3,912.0,0.241,5.5,23.0,25.0,25.0,0.4,7.81,71.3,1017.9,0.0,0.0,0.0
6189,2024-11-03 22:45:00,1.2,2.5,3.3,912.0,0.242,5.5,23.0,25.0,25.0,0.4,7.81,71.1,1017.9,0.0,0.0,0.0
6190,2024-11-03 22:50:00,1.8,2.4,3.3,920.0,0.239,5.5,23.0,24.0,24.0,0.4,7.75,71.3,1017.8,0.0,0.0,0.0
6191,2024-11-03 22:55:00,3.1,2.6,3.2,930.0,0.241,5.4,24.0,26.0,26.0,0.4,7.72,71.1,1017.8,0.0,0.0,0.0
6192,2024-11-03 23:00:00,3.5,2.5,3.2,924.0,0.244,5.7,25.0,27.0,27.0,0.4,7.63,71.4,1017.7,0.0,0.0,0.0
6193,2024-11-03 23:05:00,3.1,3.3,3.1,931.0,0.244,5.6,24.0,26.0,26.0,0.4,7.55,71.7,1017.7,0.0,0.0,0.0
6194,2024-11-03 23:10:00,1.8,3.1,3.1,938.0,0.239,5.5,24.0,26.0,26.0,0.4,7.57,71.3,1017.7,0.0,0.0,0.0
6195,2024-11-03 23:15:00,1.3,2.6,3.3,930.0,0.238,5.5,25.0,26.0,26.0,0.4,7.5,71.7,1017.6,0.0,0.0,0.0
6196,2024-11-03 23:20:00,1.0,2.4,3.4,920.0,0.236,5.5,23.0,24.0,24.0,0.4,7.39,72.0,1017.5,0.0,0.0,0.0
6197,2024-11-03 23:25:00,1.0,2.4,3.3,930.0,0.236,5.4,23.0,24.0,25.0,0.3,7.36,71.9,1017.5,0.0,0.0,0.0
6198,2024-11-03 23:30:00,1.0,2.4,3.2,934.0,0.234,5.5,23.0,25.0,25.0,0.3,7.31,71.5,1017.4,0.0,0.0,0.0
6199,2024-11-03 23:35:00,2.3,2.4,3.3,933.0,0.239,5.7,22.0,23.0,23.0,0.4,7.21,72.3,1017.4,0.0,0.0,0.0
6200,2024-11-03 23:40:00,1.7,2.4,3.2,933.0,0.238,5.5,22.0,24.0,24.0,0.4,7.18,72.2,1017.4,0.0,0.0,0.0
6201,2024-11-03 23:45:00,1.0,2.6,3.2,937.0,0.234,5.4,22.0,23.0,23.0,0.3,7.21,71.0,1017.4,0.0,0.0,0.0
6202,2024-11-03 23:50:00,1.0,2.3,3.3,947.0,0.231,5.7,22.0,23.0,23.0,0.3,7.11,71.7,1017.4,0.0,0.0,0.0
6203,2024-11-03 23:55:00,1.0,2.3,3.2,948.0,0.234,5.7,22.0,23.0,23.0,0.3,7.09,71.8,1017.4,0.0,0.0,0.0
6204,2024-11-04 00:00:00,1.0,2.4,3.3,932.0,0.239,5.5,22.0,23.0,24.0,0.4,7.0,72.0,1017.3,0.0,0.0,0.0
6205,2024-11-04 00:05:00,1.0,2.3,3.3,934.0,0.236,5.7,22.0,23.0,23.0,0.4,6.93,72.2,1017.3,0.0,0.0,0.0
6206,2024-11-04 00:10:00,1.0,2.3,3.3,931.0,0.237,5.6,22.0,24.0,24.0,0.4,6.85,72.3,1017.3,0.0,0.0,0.0
6207,2024-11-04 00:15:00,1.0,2.4,3.3,928.0,0.238,5.6,22.0,23.0,23.0,0.4,6.85,72.3,1017.2,0.0,0.0,0.0
6208,2024-11-04 00:20:00,1.0,2.5,3.2,932.0,0.249,5.7,24.0,25.0,26.0,0.4,6.89,71.5,1017.2,0.0,0.0,0.0
6209,2024-11-04 00:25:00,1.0,2.4,3.2,935.0,0.233,5.7,22.0,23.0,23.0,0.3,6.82,71.5,1017.2,0.0,0.0,0.0
6210,2024-11-04 00:30:00,1.0,2.3,3.2,929.0,0.23,5.6,21.0,22.0,22.0,0.3,6.78,72.1,1017.1,0.0,0.0,0.0
6211,2024-11-04 00:35:00,1.0,2.3,3.2,925.0,0.233,5.6,22.0,23.0,23.0,0.3,6.75,71.8,1017.2,0.0,0.0,0.0
6212,2024-11-04 00:40:00,1.0,2.4,3.2,927.0,0.231,5.6,21.0,22.0,22.0,0.3,6.68,71.9,1017.2,0.0,0.0,0.0
6213,2024-11-04 00:45:00,1.0,2.5,3.3,928.0,0.228,5.8,21.0,22.0,22.0,0.3,6.61,72.4,1017.2,0.0,0.0,0.0
6214,2024-11-04 00:50:00,1.0,2.3,3.3,924.0,0.224,5.5,20.0,21.0,21.0,0.3,6.58,72.5,1017.3,0.0,0.0,0.0
6215,2024-11-04 00:55:00,1.0,2.3,3.4,918.0,0.222,5.5,20.0,21.0,21.0,0.3,6.5,72.6,1017.3,0.0,0.0,0.0
6216,2024-11-04 01:00:00,1.0,2.3,3.3,932.0,0.218,5.5,18.0,19.0,19.0,0.3,6.43,72.2,1017.3,0.0,0.0,0.0
6217,2024-11-04 01:05:00,1.0,2.3,3.4,935.0,0.217,5.6,18.0,19.0,19.0,0.3,6.41,72.4,1017.3,0.0,0.0,0.0
6218,2024-11-04 01:10:00,1.0,2.3,3.4,925.0,0.218,5.6,18.0,19.0,19.0,0.3,6.35,73.0,1017.3,0.0,0.0,0.0
6219,2024-11-04 01:15:00,1.0,3.9,3.3,927.0,0.217,5.4,18.0,19.0,19.0,0.3,6.31,72.9,1017.3,0.0,0.0,0.0
6220,2024-11-04 01:20:00,1.0,2.6,3.3,948.0,0.214,5.4,16.0,17.0,17.0,0.2,6.22,72.3,1017.3,0.0,0.0,0.0
6221,2024-11-04 01:25:00,1.0,3.1,3.3,956.0,0.215,5.6,16.0,17.0,17.0,0.2,6.22,72.2,1017.3,0.0,0.0,0.0
6222,2024-11-04 01:30:00,1.0,2.9,3.2,962.0,0.214,5.6,15.0,16.0,16.0,0.2,6.18,72.2,1017.3,0.0,0.0,0.0
6223,2024-11-04 01:35:00,1.0,2.3,3.4,961.0,0.212,5.6,15.0,16.0,16.0,0.2,6.05,72.3,1017.4,0.0,0.0,0.0
6224,2024-11-04 01:40:00,1.0,2.2,3.4,948.0,0.212,5.6,14.0,15.0,15.0,0.2,5.98,72.7,1017.4,0.0,0.0,0.0
6225,2024-11-04 01:45:00,1.0,2.2,3.4,933.0,0.211,5.5,14.0,15.0,15.0,0.2,5.96,72.7,1017.4,0.0,0.0,0.0
6226,2024-11-04 01:50:00,1.0,2.3,3.5,931.0,0.211,5.5,14.0,15.0,15.0,0.2,5.92,72.7,1017.4,0.0,0.0,0.0
6227,2024-11-04 01:55:00,1.0,2.3,3.5,939.0,0.21,5.4,11.0,12.0,12.0,0.2,5.84,72.4,1017.4,0.0,0.0,0.0
6228,2024-11-04 02:00:00,1.0,2.2,3.3,947.0,0.212,5.6,15.0,16.0,16.0,0.2,5.89,72.4,1017.3,0.0,0.0,0.0
6229,2024-11-04 02:05:00,1.0,2.2,3.6,937.0,0.211,5.5,13.0,14.0,14.0,0.2,5.85,72.9,1017.3,0.0,0.0,0.0
6230,2024-11-04 02:10:00,1.0,2.2,3.7,942.0,0.209,5.4,11.0,11.0,12.0,0.2,5.62,72.6,1017.2,0.0,0.0,0.0
6231,2024-11-04 02:15:00,1.0,2.1,3.7,934.0,0.209,5.7,13.0,14.0,14.0,0.2,5.67,72.8,1017.1,0.0,0.0,0.0
6232,2024-11-04 02:20:00,1.0,2.2,3.7,931.0,0.21,5.4,13.0,14.0,14.0,0.2,5.55,73.1,1017.1,0.0,0.0,0.0
6233,2024-11-04 02:25:00,1.0,2.3,3.6,934.0,0.21,5.5,14.0,15.0,16.0,0.2,5.52,72.9,1017.1,0.0,0.0,0.0
6234,2024-11-04 02:30:00,1.0,2.1,3.6,920.0,0.212,5.6,15.0,15.0,16.0,0.2,5.44,73.3,1017.1,0.0,0.0,0.0
6235,2024-11-04 02:35:00,1.0,2.2,3.5,914.0,0.212,5.5,15.0,16.0,16.0,0.2,5.35,73.2,1017.1,0.0,0.0,0.0
